English,Translation
He wants to work in a hospital.,তিনি একটি হাসপাতালে কাজ করতে চান।
He wants to work in a hospital.,সে একটি হাসপাতালে কাজ করতে চায়।
How do you pronounce this word?,এই শব্দটির উচ্চারণ কিভাবে করতে হয়?
How much time do we still have?,আমরা হাতে আর কত সময় আছে?
I am going to America by plane.,আমি বিমানে করে আমেরিকা যাচ্ছি।
I can't believe I believed Tom.,আমি এখনো বিশ্বাস করতে পারছি না যে আমি টমকে বিশ্বাস করেছিলাম।
I can't live that kind of life.,আমি ওই ভাবে জীবনযাপন করতে পারবো না।
I can't see without my glasses.,আমি চশমা ছাড়া দেখতে পারি না।
I decided to stay on the train.,আমি ট্রেনেই থাকার সিদ্ধান্ত নিলাম।
I didn't want to use the phone.,আমি ফোন ব্যবহার করতে চাইনি।
I didn't want you to read that.,আমি চাইনি তুমি ওটা পড়ো।
I don't have to work on Monday.,আমাকে সোমবার কাজ করতে হবে না।
I don't know when I'll be back.,কখন ফিরে আসবো আমি জানি না।
I don't want to argue with you.,আমি তোমার সঙ্গে তর্ক করতে চাই না।
I don't want to argue with you.,আমি আপনার সঙ্গে তর্ক করতে চাই না।
I don't want to go there again.,আমি ওখানে আবার যেতে চাই না।
I don't want to see your faces.,আমি তোমাদের মুখ দেখতে চাই না।
I don't want to wait that long.,আমি অতক্ষণ অপেক্ষা করতে চাই না।
I donated blood this afternoon.,আমি আজ দুপুরে রক্তদান করলাম।
I finally got across the river.,অবশেষে আমি নদী পড়োতে পারলাম।
I got up at seven this morning.,আজ সকালে আমি সাতটার সময় উঠেছি।
I guess you don't need my help.,আমার মনে হয় আপনার আমার কোনো সাহায্য লাগবে না।
I hardly ever read a newspaper.,আমি খুব কমই সংবাদপত্র পড়ি।
I have three questions for you.,তোমাকে আমার তিনটি প্রশ্ন করার আছে।
I know you'll enjoy that movie.,আমি জানি আপনি সিনেমাটি উপভোগ করবেন।
I take a bath almost every day.,আমি প্রায় প্রতিদিনই গোসল করি।
I think I'd better go with you.,আমার মনে হয় আমার তোমার সাথে যাওয়া উচিত।
I think Tom only speaks French.,আমার মনে হয় টম খালি ফরাসি ভাষায় কথা বলে।
I think she's hiding something.,আমার মনে হয় তিনি কিছু লুকাচ্ছেন।
I want something cold to drink.,আমি ঠান্ডা কিছু খেতে চাই।
I was born and raised in Tokyo.,আমার জন্ম এবং বেড়ে ওঠা টোকিওতে।
